type,program,catalog,reqs_url,4_yr_plan
BS,Chemistry: Option 3 Composite,2018–2020,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-chemistry-option3-degree-checklist-18-20-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-chemistry-option3-teaching-composite-4-yr-plan-18-20-catalog.pdf
BS,"Chemistry: Option 3 M, PS & E",2018–2020,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-chemistry-option3-degree-checklist-18-20-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-chemistry-option3-teaching-m-ps-e-4-yr-plan-18-20-catalog.pdf
BS,Chemistry: Option 3 Physical Science,2018–2020,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-chemistry-option3-degree-checklist-18-20-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-chemistry-option3-teaching-physical-science-4-yr-plan-18-20-catalog.pdf
BS,Chemistry: Option 4,2018–2020,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-chemistry-option4-degree-checklist-18-20-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-chemistry-option4-4-yr-plan-18-20-catalog.pdf
BS,Chemistry: Option 4,2016–2018,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-chemistry-option4-degree-checklist-16-18-catalog.pdf,N/A
BA,Computer Science,2018–2020,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-ba-computer-science-degree-checklist-18-20-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-ba-computer-science-4-yr-plan-18-20-catalog.pdf
BA,Computer Science,2020–2022,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-ba-computer-science-degree-checklist-20-22-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-ba-computer-science-4-yr-plan-20-22-catalog.pdf
BA,Computer Science,2016–2018,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-ba-computer-science-degree-checklist-16-18-catalog.pdf,N/A
BSA,Computer Science,2018–2020,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bsa-computer-science-degree-checklist-18-20-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bsa-computer-science-4-yr-plan-18-20-catalog.pdf
BSA,Computer Science,2018–2020,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bsa-computer-science-degree-checklist-18-20-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bsa-computer-science-honors-4-yr-plan-18-20-catalog.pdf
BSA,Computer Science,2020–2022,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bsa-computer-science-degree-checklist-20-22-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bsa-computer-science-4-yr-plan-20-22-catalog.pdf
BSA,Computer Science,2020–2022,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bsa-computer-science-degree-checklist-20-22-catalog_0.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bsa-computer-science-honors-4-yr-plan-20-22-catalog.pdf
BSA,Computer Science,2022–2024,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bsa-computer-science-degree-checklist-22-24-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bsa-computer-science-4-yr-plan-22-24-catalog.pdf
BSA,Computer Science,2022–2024,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bsa-computer-science-degree-checklist-22-24-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bsa-computer-science-honors-4-yr-plan-22-24-catalog.pdf
BSA,Computer Science,2016–2018,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bsa-computer-science-degree-checklist-16-18-catalog.pdf,N/A
BS,Computer Science: Option 1,2018–2020,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-computer-science-option1-degree-checklist-18-20-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-computer-science-option1-4-yr-plan-18-20-catalog.pdf
BS,Computer Science: Option 1,2020–2022,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-computer-science-option1-degree-checklist-20-22-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-computer-science-option1-4-yr-plan-20-22-catalog.pdf
BS,Computer Science: Option 1,2022–2024,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-computer-science-option1-degree-checklist-22-24-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-computer-science-option1-4-yr-plan-22-24-catalog.pdf
BS,Computer Science: Option 1,2016–2018,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-computer-science-option1-degree-checklist-16-18-catalog.pdf,N/A
BS,Computer Science: Option 2,2018–2020,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-computer-science-option2-degree-checklist-18-20-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-chemistry-option2-4-yr-plan-18-20-catalog_0.pdf
BS,Computer Science: Option 2,2020–2022,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-computer-science-option2-degree-checklist-20-22-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-computer-science-option2-4-yr-plan-20-22-catalog.pdf
BS,Computer Science: Option 2,2022–2024,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-computer-science-option2-turing-degree-checklist-22-24-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-computer-science-option2-turing-scholars-4-yr-plan-22-24-catalog.pdf
BS,Computer Science: Option 2,2016–2018,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-computer-science-option2-degree-checklist-16-18-catalog.pdf,N/A
BS,Computer Science: Option 3,2018–2020,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-computer-science-option3-degree-checklist-18-20-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-computer-science-option3-honors-4-yr-plan-18-20-catalog.pdf
BS,Computer Science: Option 3,2020–2022,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-computer-science-option3-degree-checklist-20-22-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-computer-science-option3-honors-4-yr-plan-20-22-catalog.pdf
BS,Computer Science: Option 3,2022–2024,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-computer-science-option3-honors-degree-checklist-22-24-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-computer-science-option3-honors-4-yr-plan-22-24-catalog.pdf
BS,Computer Science: Option 3,2016–2018,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-computer-science-option3-degree-checklist-16-18-catalog.pdf,N/A
BS,Computer Science: Option 4,2016–2018,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-computer-science-option4-degree-checklist-16-18-catalog.pdf,N/A
BS,Computer Science: Option 4,2018–2020,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-computer-science-option4-degree-checklist-18-20-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-computer-science-option4-4-yr-plan-18-20-catalog.pdf
BS,Computer Science: Option 4,2020–2022,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-computer-science-option4-degree-checklist-20-22-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-computer-science-option4-4-yr-plan-20-22-catalog.pdf
BS,Computer Science: Option 4,2022–2024,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-computer-science-option4-integrated-degree-checklist-22-24-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-computer-science-option4-integrated-4-yr-plan-22-24-catalog.pdf
BS,Computer Science: Option 5,2016–2018,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-computer-science-option5-degree-checklist-16-18-catalog.pdf,N/A
BS,Computer Science: Option 5,2018–2020,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-computer-science-option5-degree-checklist-18-20-catalog_1.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-computer-science-option5-teaching-4-yr-plan-18-20-catalog.pdf
BS,Computer Science: Option 5,2020–2022,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-computer-science-option5-degree-checklist-20-22-catalog_0.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-computer-science-option5-teaching-4-yr-plan-20-22-catalog.pdf
BS,Computer Science: Option 6,2020–2022,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-computer-science-option6-degree-checklist-20-22-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-computer-science-option6-4-yr-plan-20-22-catalog.pdf
BS,Computer Science: Option 6,2022–2024,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-computer-science-option6-honors-business-degree-checklist-22-24-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-computer-science-option6-honors-business-4-yr-plan-22-24-catalog.pdf
C,Elements of Computing Program,2020–2022,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-certificate-elements-of-computing-program-certificate-20-22-catalog.pdf,N/A
C,Elements of Computing Program,2018–2020,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-certificate-elements-of-computing-program-18-20-catalog.pdf,N/A
C,Elements of Computing Program,2022–2024,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-certificate-elements-of-computing-program-certificate-22-24-catalog.pdf,N/A
C,Elements of Computing Program,2016–2018,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-certificate-elements-of-computing-program-16-18-catalog.pdf,N/A
BS,Environmental Science: Option 1,2016–2018,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-environmental-science-option1-degree-checklist-16-18-catalog.pdf,N/A
BS,Environmental Science: Option 1,2018–2020,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-environmental-science-option1-degree-checklist-18-20-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-environmental-science-option1-4-yr-plan-18-20-catalog.pdf
BS,Environmental Science: Option 1,2020–2022,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-environmental-science-option1-degree-checklist-20-22-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-environmental-science-option1-4-yr-plan-20-22-catalog.pdf
BS,Environmental Science: Option 1,2022–2024,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-environmental-science-option1-degree-checklist-22-24-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-environmental-science-option1-4-yr-plan-22-24-catalog.pdf
BS,Environmental Science: Option 2,2016–2018,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-environmental-science-option2-degree-checklist-16-18-catalog.pdf,N/A
BS,Environmental Science: Option 2,2018–2020,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-environmental-science-option2-degree-checklist-18-20-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-environmental-science-option2-4-yr-plan-18-20-catalog.pdf
BS,Environmental Science: Option 2,2020–2022,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-environmental-science-option2-degree-checklist-20-22-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-environmental-science-biological-sci-honors-4-year-plan-20-22-catalog.pdf
BS,Environmental Science: Option 2,2022–2024,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-environmental-science-option2-honors-degree-checklist-22-24-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-environmental-science-option2-honors-4-year-plan-22-24-catalog.pdf
C,Evidence and Inquiry,2020–2022,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-certificate-evidence-and-inquiry-certificate-20-22-catalog.pdf,N/A
C,Evidence and Inquiry,2018–2020,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-certificate-evidence-and-inquiry-18-20-catalog.pdf,N/A
C,Evidence and Inquiry,2022–2024,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-certificate-evidence-and-inquiry-certificate-22-24-catalog.pdf,N/A
C,Evidence and Inquiry,2016–2018,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-certificate-evidence-and-inquiry-16-18-catalog.pdf,N/A
C,Food and Society,2020–2022,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-certificate-food-and-society-certificate-20-22-catalog.pdf,N/A
C,Food and Society,2018–2020,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-certificate-food-and-society-18-20-catalog.pdf,N/A
C,Food and Society,2022–2024,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-certificate-food-and-society-certificate-22-24-catalog_0.pdf,N/A
C,Food and Society,2016–2018,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-certificate-food-and-society-16-18-catalog.pdf,N/A
C,Forensic Science,2020–2022,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-certificate-forensic-science-certificate-20-22-catalog.pdf,N/A
C,Forensic Science,2018–2020,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-certificate-forensic-science-18-20-catalog.pdf,N/A
C,Forensic Science,2022–2024,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-certificate-forensic-science-certificate-22-24-catalog.pdf,N/A
C,Forensic Science,2016–2018,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-certificate-forensic-science-16-18-catalog_0.pdf,N/A
BSA,Human Development & Family Sciences,2022–2024,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bsa-human-development-and-family-sciences-hdfs-degree-checklist-22-24-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bsa-human-development-and-family-sciences-hdfs-4-yr-plan-22-24-catalog.pdf
BS,Human Development & Family Sciences,2022–2024,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-human-development-and-family-sciences-hdfs-degree-checklist-22-24-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-human-development-and-family-sciences-hdfs-options-1-2-3-and-4-4yr-plan-22-24-catalog.pdf
BS,Human Development & Family Sciences: Advanced Honors,2022–2024,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-human-development-and-family-sciences-hdfs-advanced-honors-degree-checklist-22-24-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-human-development-and-family-sciences-hdfs-option6-4-yr-plan-22-24-catalog.pdf
BS,Human Development & Family Sciences: Honors,2022–2024,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-human-development-and-family-sciences-hdfs-honors-degree-checklist-22-24-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-human-development-and-family-sciences-hdfs-option5-honors-4-yr-plan-22-24-catalog.pdf
BS,Human Development & Family Sciences: Option 1,2016–2018,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-human-development-and-family-sciences-hdfs-degree-checklist-16-18-catalog.pdf,N/A
BS,Human Development & Family Sciences: Option 1,2018–2020,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-human-development-and-family-sciences-hdfs-degree-checklist-18-20-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-human-development-and-family-sciences-hdfs-4-yr-plan-18-20-catalog.pdf
BS,Human Development & Family Sciences: Option 1,2020–2022,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-human-development-and-family-sciences-hdfs-degree-checklist-20-22-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-human-development-and-family-sciences-hdfs-4-yr-plan-20-22-catalog.pdf
BS,Human Development & Family Sciences: Option 2,2016–2018,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-human-development-and-family-sciences-hdfs-degree-checklist-16-18-catalog.pdf,N/A
BS,Human Development & Family Sciences: Option 2,2018–2020,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-human-development-and-family-sciences-hdfs-degree-checklist-18-20-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-human-development-and-family-sciences-hdfs-4-yr-plan-18-20-catalog.pdf
BS,Human Development & Family Sciences: Option 2,2020–2022,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-human-development-and-family-sciences-hdfs-degree-checklist-20-22-catalog_0.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-human-development-and-family-sciences-hdfs-4-yr-plan-20-22-catalog.pdf
BS,Human Development & Family Sciences: Option 3,2016–2018,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-human-development-and-family-sciences-hdfs-degree-checklist-16-18-catalog.pdf,N/A
BS,Human Development & Family Sciences: Option 3,2018–2020,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-human-development-and-family-sciences-hdfs-degree-checklist-18-20-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-human-development-and-family-sciences-hdfs-4-yr-plan-18-20-catalog.pdf
BS,Human Development & Family Sciences: Option 3,2020–2022,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-human-development-and-family-sciences-hdfs-degree-checklist-20-22-catalog_1.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-human-development-and-family-sciences-hdfs-4-yr-plan-20-22-catalog.pdf
BS,Human Development & Family Sciences: Option 4,2016–2018,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-human-development-and-family-sciences-hdfs-degree-checklist-16-18-catalog.pdf,N/A
BS,Human Development & Family Sciences: Option 4,2018–2020,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-human-development-and-family-sciences-hdfs-degree-checklist-18-20-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-human-development-and-family-sciences-hdfs-4-yr-plan-18-20-catalog.pdf
BS,Human Development & Family Sciences: Option 4,2020–2022,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-human-development-and-family-sciences-hdfs-degree-checklist-20-22-catalog_2.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-human-development-and-family-sciences-hdfs-4-yr-plan-20-22-catalog.pdf
BS,Human Development & Family Sciences: Option 5,2016–2018,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-human-development-and-family-sciences-hdfs-option5-degree-checklist-16-18-catalog.pdf,N/A
BS,Human Development & Family Sciences: Option 5,2018–2020,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-human-development-and-family-sciences-hdfs-option5-degree-checklist-18-20-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-human-development-and-family-sciences-hdfs-option5-4-yr-plan-18-20-catalog.pdf
BS,Human Development & Family Sciences: Option 5,2020–2022,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-human-development-and-family-sciences-hdfs-option5-degree-checklist-20-22-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-human-development-and-family-sciences-hdfs-option5-4-yr-plan-20-22-catalog.pdf
BS,Human Development & Family Sciences: Option 6,2016–2018,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-human-development-and-family-sciences-hdfs-option6-degree-checklist-16-18-catalog.pdf,N/A
BS,Human Development & Family Sciences: Option 6,2018–2020,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-human-development-and-family-sciences-hdfs-option6-degree-checklist-18-20-catalog.pdf,N/A
BS,Human Development & Family Sciences: Option 6,2020–2022,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bs-human-development-and-family-sciences-hdfs-option6-degree-checklist-20-22-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bs-human-development-and-family-sciences-hdfs-option6-4-yr-plan-20-22-catalog.pdf
BSA,Human Development and Family Sciences,2016–2018,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bsa-human-development-and-family-sciences-hdfs-degree-checklist-16-18-catalog.pdf,N/A
BSA,Human Development and Family Sciences,2018–2020,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bsa-human-development-and-family-sciences-hdfs-degree-checklist-18-20-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bsa-human-development-and-family-sciences-hdfs-4-yr-plan-18-20-catalog.pdf
BSA,Human Development and Family Sciences,2018–2020,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bsa-human-development-and-family-sciences-hdfs-degree-checklist-18-20-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bsa-human-development-and-family-sciences-hdfs-honors-4-yr-plan-18-20-catalog.pdf
BSA,Human Development and Family Sciences,2020–2022,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bsa-human-development-and-family-sciences-hdfs-degree-checklist-20-22-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bsa-human-development-and-family-sciences-hdfs-4-yr-plan-20-22-catalog.pdf
BSA,Human Ecology,2016–2018,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bsa-human-ecology-degree-checklist-16-18-catalog.pdf,N/A
BSA,Human Ecology,2018–2020,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bsa-human-ecology-degree-checklist-18-20-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bsa-human-ecology-4-yr-plan-18-20-catalog.pdf
BSA,Human Ecology,2018–2020,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bsa-human-ecology-degree-checklist-18-20-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bsa-human-ecology-honors-4-yr-plan-18-20-catalog.pdf
BSA,Human Ecology,2022–2024,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bsa-human-ecology-degree-checklist-22-24-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bsa-human-ecology-4-yr-plan-22-24-catalog.pdf
BSA,Human Ecology,2020–2022,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bsa-human-ecology-degree-checklist-20-22-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bsa-human-ecology-4-yr-plan-20-22-catalog.pdf
C,Marine Science,2020–2022,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-certificate-marine-science-certificate-20-22-catalog.pdf,N/A
C,Marine Science,2018–2020,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-certificate-marine-science-18-20-catalog.pdf,N/A
C,Marine Science,2022–2024,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-certificate-marine-science-certificate-22-24-catalog_0.pdf,N/A
C,Marine Science,2016–2018,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-certificate-marine-science-16-18-catalog.pdf,N/A
BA,Mathematics,2016–2018,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-ba-mathematics-degree-checklist-16-18-catalog.pdf,N/A
BA,Mathematics,2016–2018,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-ba-mathematics-teaching-degree-checklist-16-18-catalog.pdf,N/A
BA,Mathematics,2018–2020,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-ba-mathematics-degree-checklist-18-20-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-ba-mathematics-4-yr-plan-18-20-catalog.pdf
BA,Mathematics,2018–2020,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-ba-mathematics-teaching-degree-checklist-18-20-catalog.pdf,N/A
BA,Mathematics,2020–2022,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-ba-mathematics-degree-checklist-20-22-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-ba-mathematics-4-yr-plan-20-22-catalog.pdf
BA,Mathematics,2022–2024,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-ba-mathematics-standard-degree-checklist-22-24-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-ba-mathematics-4-yr-plan-22-24-catalog.pdf
BA,Mathematics,2020–2022,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-ba-mathematics-teaching-degree-checklist-20-22-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-ba-mathematics-4-yr-plan-20-22-catalog.pdf
BA,Mathematics,2022–2024,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-ba-mathematics-teaching-degree-checklist-22-24-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-ba-mathematics-4-yr-plan-22-24-catalog.pdf
BSA,Mathematics,2020–2022,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bsa-mathematics-degree-checklist-20-22-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bsa-mathematics-4-yr-plan-20-22-catalog.pdf
BSA,Mathematics,2020–2022,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bsa-mathematics-degree-checklist-20-22-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bsa-mathematics-honors-4-yr-plan-20-22-catalog.pdf
BSA,Mathematics,2016–2018,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bsa-mathematics-degree-checklist-16-18-catalog.pdf,N/A
BSA,Mathematics,2018–2020,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bsa-mathematics-degree-checklist-18-20-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bsa-mathematics-4-yr-plan-18-20-catalog.pdf
BSA,Mathematics,2018–2020,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bsa-mathematics-degree-checklist-18-20-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bsa-mathematics-honors-4-yr-plan-18-20-catalog.pdf
BSA,Mathematics,2022–2024,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bsa-mathematics-degree-checklist-22-24-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bsa-mathematics-4-yr-plan-22-24-catalog.pdf
BSA,Mathematics,2022–2024,https://cns.utexas.edu/sites/default/files/uploads/degree-checklists/ut-bsa-mathematics-degree-checklist-22-24-catalog.pdf,https://cns.utexas.edu/sites/default/files/uploads/degree-plans/ut-bsa-mathematics-honors-4-yr-plan-22-24-catalog.pdf
